transaction_id,user_id,amount,name,signup_date
11246,1,468.59,User_1,2020-01-02
17098,1,140.14,User_1,2020-01-02
132292,1,297.18,User_1,2020-01-02
80273,2,219.44,User_2,2020-01-03
152036,2,249.97,User_2,2020-01-03
42650,3,103.61,User_3,2020-01-04
63826,3,392.58,User_3,2020-01-04
136024,3,215.94,User_3,2020-01-04
93430,4,406.84,User_4,2020-01-05
170177,4,386.07,User_4,2020-01-05
183973,4,225.83,User_4,2020-01-05
129664,6,361.7,User_6,2020-01-07
199048,6,410.52,User_6,2020-01-07
56834,7,192.26,User_7,2020-01-08
154112,7,270.82,User_7,2020-01-08
13826,8,207.08,User_8,2020-01-09
20045,8,108.69,User_8,2020-01-09
105238,8,282.38,User_8,2020-01-09
133770,8,423.47,User_8,2020-01-09
175539,9,433.49,User_9,2020-01-10
20982,10,228.53,User_10,2020-01-11
74974,10,125.33,User_10,2020-01-11
83328,10,480.52,User_10,2020-01-11
117012,10,94.23,User_10,2020-01-11
149000,11,97.91,User_11,2020-01-12
26391,12,164.91,User_12,2020-01-13
134432,12,141.34,User_12,2020-01-13
68006,13,102.92,User_13,2020-01-14
111043,13,394.42,User_13,2020-01-14
162562,13,285.68,User_13,2020-01-14
101069,14,329.39,User_14,2020-01-15
152815,14,493.99,User_14,2020-01-15
4687,15,268.75,User_15,2020-01-16
85988,15,392.06,User_15,2020-01-16
187747,15,402.7,User_15,2020-01-16
132490,16,460.16,User_16,2020-01-17
180187,16,270.16,User_16,2020-01-17
138392,17,201.42,User_17,2020-01-18
122268,20,37.9,User_20,2020-01-21
48810,21,80.94,User_21,2020-01-22
1385,22,236.22,User_22,2020-01-23
10873,22,17.82,User_22,2020-01-23
184780,22,334.91,User_22,2020-01-23
95662,23,321.42,User_23,2020-01-24
44533,24,94.44,User_24,2020-01-25
71345,24,498.81,User_24,2020-01-25
73751,24,499.74,User_24,2020-01-25
142768,24,9.93,User_24,2020-01-25
65150,25,448.06,User_25,2020-01-26
84013,26,33.45,User_26,2020-01-27
130358,26,196.77,User_26,2020-01-27
137515,26,435.38,User_26,2020-01-27
169467,26,11.26,User_26,2020-01-27
142879,28,19.64,User_28,2020-01-01
183868,28,101.14,User_28,2020-01-01
54991,29,419.38,User_29,2020-01-02
73318,29,396.62,User_29,2020-01-02
121584,31,127.27,User_31,2020-01-04
158701,31,122.93,User_31,2020-01-04
127205,32,111.66,User_32,2020-01-05
72622,33,23.57,User_33,2020-01-06
84614,34,219.88,User_34,2020-01-07
186712,34,105.57,User_34,2020-01-07
20397,35,476.12,User_35,2020-01-08
76097,35,200.06,User_35,2020-01-08
62303,36,66.98,User_36,2020-01-09
101935,36,200.7,User_36,2020-01-09
52908,37,296.02,User_37,2020-01-10
78829,37,157.1,User_37,2020-01-10
14875,38,219.55,User_38,2020-01-11
127067,38,401.82,User_38,2020-01-11
147253,38,359.74,User_38,2020-01-11
62803,39,445.71,User_39,2020-01-12
193969,39,167.49,User_39,2020-01-12
164251,40,344.87,User_40,2020-01-13
81486,41,378.46,User_41,2020-01-14
84017,41,208.79,User_41,2020-01-14
125193,41,384.04,User_41,2020-01-14
152018,41,431.57,User_41,2020-01-14
114397,42,335.81,User_42,2020-01-15
143784,42,196.7,User_42,2020-01-15
176452,42,382.28,User_42,2020-01-15
40707,44,53.13,User_44,2020-01-17
153267,44,28.38,User_44,2020-01-17
189676,44,240.95,User_44,2020-01-17
48353,45,411.12,User_45,2020-01-18
148114,45,361.63,User_45,2020-01-18
26702,46,237.3,User_46,2020-01-19
34332,46,73.69,User_46,2020-01-19
84742,46,121.08,User_46,2020-01-19
103627,46,406.5,User_46,2020-01-19
112696,47,157.46,User_47,2020-01-20
36838,48,452.23,User_48,2020-01-21
7938,49,177.22,User_49,2020-01-22
192660,49,401.97,User_49,2020-01-22
174047,50,401.96,User_50,2020-01-23
11203,51,424.42,User_51,2020-01-24
29183,51,339.16,User_51,2020-01-24
189688,51,23.95,User_51,2020-01-24
39271,52,243.47,User_52,2020-01-25
126595,52,289.0,User_52,2020-01-25
54736,53,289.19,User_53,2020-01-26
89370,54,319.83,User_54,2020-01-27
119033,54,337.04,User_54,2020-01-27
147717,54,285.22,User_54,2020-01-27
152038,54,103.27,User_54,2020-01-27
161787,54,299.69,User_54,2020-01-27
89253,55,7.77,User_55,2020-01-28
92559,55,319.92,User_55,2020-01-28
104107,55,446.32,User_55,2020-01-28
167625,55,431.51,User_55,2020-01-28
20165,56,94.45,User_56,2020-01-01
130537,56,357.23,User_56,2020-01-01
144113,56,66.44,User_56,2020-01-01
161528,56,461.35,User_56,2020-01-01
199022,56,228.58,User_56,2020-01-01
72642,57,409.1,User_57,2020-01-02
88483,57,359.16,User_57,2020-01-02
90068,57,112.96,User_57,2020-01-02
21944,58,464.47,User_58,2020-01-03
51805,58,205.35,User_58,2020-01-03
55343,58,330.39,User_58,2020-01-03
82513,58,444.9,User_58,2020-01-03
46658,59,167.38,User_59,2020-01-04
169123,59,75.05,User_59,2020-01-04
184784,59,65.33,User_59,2020-01-04
41891,60,173.61,User_60,2020-01-05
154974,60,177.55,User_60,2020-01-05
169804,60,126.87,User_60,2020-01-05
33039,61,227.27,User_61,2020-01-06
65825,61,115.82,User_61,2020-01-06
106891,61,56.17,User_61,2020-01-06
153856,61,271.53,User_61,2020-01-06
158004,61,320.88,User_61,2020-01-06
10151,62,392.76,User_62,2020-01-07
9497,64,338.47,User_64,2020-01-09
41456,64,370.07,User_64,2020-01-09
56543,64,50.5,User_64,2020-01-09
4253,65,121.51,User_65,2020-01-10
41449,65,383.33,User_65,2020-01-10
165867,65,74.96,User_65,2020-01-10
168240,65,461.18,User_65,2020-01-10
88081,66,117.89,User_66,2020-01-11
55993,67,255.49,User_67,2020-01-12
63105,67,263.55,User_67,2020-01-12
83845,67,485.67,User_67,2020-01-12
126144,67,37.25,User_67,2020-01-12
156773,67,179.61,User_67,2020-01-12
168505,67,206.67,User_67,2020-01-12
156415,68,474.94,User_68,2020-01-13
195925,68,124.63,User_68,2020-01-13
108802,69,106.62,User_69,2020-01-14
40186,70,412.21,User_70,2020-01-15
175524,70,12.03,User_70,2020-01-15
66814,71,345.64,User_71,2020-01-16
178754,71,455.76,User_71,2020-01-16
60869,72,410.94,User_72,2020-01-17
110212,72,216.9,User_72,2020-01-17
72123,73,44.82,User_73,2020-01-18
92858,73,276.28,User_73,2020-01-18
124397,73,99.79,User_73,2020-01-18
192722,73,225.58,User_73,2020-01-18
4442,74,199.46,User_74,2020-01-19
19886,74,288.83,User_74,2020-01-19
62626,74,413.82,User_74,2020-01-19
115064,75,258.98,User_75,2020-01-20
176501,75,436.88,User_75,2020-01-20
116783,76,182.4,User_76,2020-01-21
167672,76,100.65,User_76,2020-01-21
172012,76,260.7,User_76,2020-01-21
196352,76,244.61,User_76,2020-01-21
1397,77,94.09,User_77,2020-01-22
14092,77,426.89,User_77,2020-01-22
87004,77,365.13,User_77,2020-01-22
96106,77,299.97,User_77,2020-01-22
130138,77,177.73,User_77,2020-01-22
180053,77,331.87,User_77,2020-01-22
