transaction_id,user_id,amount
11246,1,468.59
17098,1,140.14
132292,1,297.18
80273,2,219.44
152036,2,249.97
42650,3,103.61
63826,3,392.58
136024,3,215.94
93430,4,406.84
170177,4,386.07
183973,4,225.83
129664,6,361.7
199048,6,410.52
56834,7,192.26
154112,7,270.82
13826,8,207.08
20045,8,108.69
105238,8,282.38
133770,8,423.47
175539,9,433.49
20982,10,228.53
74974,10,125.33
83328,10,480.52
117012,10,94.23
149000,11,97.91
26391,12,164.91
134432,12,141.34
68006,13,102.92
111043,13,394.42
162562,13,285.68
101069,14,329.39
152815,14,493.99
4687,15,268.75
85988,15,392.06
187747,15,402.7
132490,16,460.16
180187,16,270.16
138392,17,201.42
122268,20,37.9
48810,21,80.94
1385,22,236.22
10873,22,17.82
184780,22,334.91
95662,23,321.42
44533,24,94.44
71345,24,498.81
73751,24,499.74
142768,24,9.93
65150,25,448.06
84013,26,33.45
130358,26,196.77
137515,26,435.38
169467,26,11.26
142879,28,19.64
183868,28,101.14
54991,29,419.38
73318,29,396.62
121584,31,127.27
158701,31,122.93
127205,32,111.66
72622,33,23.57
84614,34,219.88
186712,34,105.57
20397,35,476.12
76097,35,200.06
62303,36,66.98
101935,36,200.7
52908,37,296.02
78829,37,157.1
14875,38,219.55
127067,38,401.82
147253,38,359.74
62803,39,445.71
193969,39,167.49
164251,40,344.87
81486,41,378.46
84017,41,208.79
125193,41,384.04
152018,41,431.57
114397,42,335.81
143784,42,196.7
176452,42,382.28
40707,44,53.13
153267,44,28.38
189676,44,240.95
48353,45,411.12
148114,45,361.63
26702,46,237.3
34332,46,73.69
84742,46,121.08
103627,46,406.5
112696,47,157.46
36838,48,452.23
7938,49,177.22
192660,49,401.97
174047,50,401.96
11203,51,424.42
29183,51,339.16
189688,51,23.95
39271,52,243.47
126595,52,289.0
54736,53,289.19
89370,54,319.83
119033,54,337.04
147717,54,285.22
152038,54,103.27
161787,54,299.69
89253,55,7.77
92559,55,319.92
104107,55,446.32
167625,55,431.51
20165,56,94.45
130537,56,357.23
144113,56,66.44
161528,56,461.35
199022,56,228.58
72642,57,409.1
88483,57,359.16
90068,57,112.96
21944,58,464.47
51805,58,205.35
55343,58,330.39
82513,58,444.9
46658,59,167.38
169123,59,75.05
184784,59,65.33
41891,60,173.61
154974,60,177.55
169804,60,126.87
33039,61,227.27
65825,61,115.82
106891,61,56.17
153856,61,271.53
158004,61,320.88
10151,62,392.76
9497,64,338.47
41456,64,370.07
56543,64,50.5
4253,65,121.51
41449,65,383.33
165867,65,74.96
168240,65,461.18
88081,66,117.89
55993,67,255.49
63105,67,263.55
83845,67,485.67
126144,67,37.25
156773,67,179.61
168505,67,206.67
156415,68,474.94
195925,68,124.63
108802,69,106.62
40186,70,412.21
175524,70,12.03
66814,71,345.64
178754,71,455.76
60869,72,410.94
110212,72,216.9
72123,73,44.82
92858,73,276.28
124397,73,99.79
192722,73,225.58
4442,74,199.46
19886,74,288.83
62626,74,413.82
115064,75,258.98
176501,75,436.88
116783,76,182.4
167672,76,100.65
172012,76,260.7
196352,76,244.61
1397,77,94.09
14092,77,426.89
87004,77,365.13
96106,77,299.97
130138,77,177.73
180053,77,331.87
14838,79,81.21
21205,79,198.19
125502,79,180.95
149739,79,361.56
77053,80,434.17
63690,81,472.76
179198,81,403.85
1144,82,131.23
77799,82,380.11
94120,82,183.43
196781,82,85.36
44228,83,303.08
187023,83,88.76
193665,83,316.15
36829,85,318.62
76698,85,267.22
103769,85,493.93
135380,85,469.86
12254,86,442.22
104766,86,426.56
141344,87,494.96
173503,87,156.3
75283,88,205.82
1853,89,313.45
194634,89,110.09
10934,90,309.06
42015,92,339.06
66089,92,90.22
128758,92,369.82
86964,94,47.67
119566,94,354.14
163547,94,186.35
55676,98,144.02
86731,98,412.78
1006,99,159.99
180876,99,470.2
81409,100,372.12
134160,100,318.77
171525,102,96.01
137428,103,479.52
198367,103,77.99
59697,104,149.81
73146,105,262.41
182207,105,75.42
190937,105,228.15
107725,106,344.37
47330,107,405.72
111943,107,319.66
118712,107,37.74
126499,107,10.82
142856,107,49.63
154965,107,385.43
4614,108,307.96
89445,108,78.78
118046,108,283.03
183044,110,140.47
63269,111,381.97
109901,111,209.65
162323,111,72.92
187529,113,437.84
196784,113,288.86
48046,114,296.93
178226,114,402.35
51762,115,57.71
174991,115,236.39
44125,116,95.17
56577,116,364.22
126767,116,45.44
133497,117,387.74
161138,117,193.32
28964,118,189.23
58930,118,265.99
78273,118,261.24
127500,118,291.49
148351,118,140.88
159672,118,261.43
12588,119,181.31
108490,119,18.2
192986,119,375.8
20261,120,406.14
30159,120,115.64
17143,121,330.91
57546,121,99.94
24618,122,496.71
190982,122,450.99
72638,123,451.13
98453,123,234.02
83666,124,258.18
17199,125,76.39
28912,125,412.41
41627,125,405.55
123584,125,193.5
162855,126,143.13
4325,127,454.83
76554,128,69.01
129659,128,443.36
153985,128,225.37
156478,128,194.14
4347,129,432.65
18666,129,230.94
79889,129,74.59
154226,129,88.27
111441,130,416.79
113702,130,37.35
35916,132,225.09
146680,132,188.05
147908,132,355.31
86653,133,403.35
52,134,172.64
49171,134,93.6
50269,134,188.43
33787,135,226.88
69681,135,351.81
136773,135,483.69
154514,135,473.4
154083,136,426.88
42405,137,344.15
43814,137,240.65
121593,137,473.06
9836,138,179.64
145533,138,109.25
164507,138,414.4
32588,139,453.34
45597,139,373.2
112411,139,289.6
92004,140,311.87
93290,141,442.08
167208,141,388.1
84316,142,173.72
162540,142,472.73
169208,142,10.79
30924,143,383.37
91490,143,249.58
77199,144,264.65
113401,144,221.44
11459,147,39.03
93994,147,340.74
95841,147,456.89
131373,147,380.46
77137,148,353.24
98384,148,89.14
67210,149,420.22
106756,149,75.69
183071,149,7.81
66363,150,367.5
79218,150,283.42
86104,150,241.38
98570,152,188.24
79673,153,72.12
84525,153,125.41
149742,153,233.49
22912,154,227.44
69255,155,88.99
105691,155,136.99
183036,155,478.98
193811,155,159.53
124286,156,318.94
142933,156,497.58
166432,156,5.14
13615,157,452.08
112333,157,18.86
30913,158,73.41
93570,158,288.56
134393,159,5.92
162712,159,448.56
589,160,341.31
64389,160,63.68
105305,160,182.58
136668,161,139.94
46030,162,463.18
154204,162,420.98
160760,162,114.75
64045,163,394.99
100995,163,98.81
110944,165,108.14
27675,166,71.24
95917,167,346.41
96389,167,198.44
99879,167,379.38
55697,168,303.38
87446,168,293.33
22642,169,318.95
55044,169,283.6
160966,169,257.97
174424,169,357.34
26416,170,440.83
39753,171,84.37
26273,172,223.5
71643,172,362.08
122804,173,374.69
154774,173,389.02
83201,174,389.58
24051,175,151.5
95128,175,238.83
44628,176,104.6
104514,176,167.73
14579,177,205.83
19342,177,98.26
132313,177,175.34
160780,177,485.1
79799,178,469.54
85716,178,259.89
170854,178,140.28
179010,178,297.51
84930,179,351.86
85121,179,349.45
158067,179,196.82
69425,180,374.76
70289,180,206.7
190565,180,462.94
61881,181,421.32
79805,181,83.22
85939,181,268.21
95696,181,59.01
115330,181,92.77
145159,181,417.46
127393,182,316.04
160151,182,322.26
87274,183,476.28
104974,183,151.33
67247,184,377.5
127971,184,251.11
122071,185,246.39
166049,186,136.78
82883,187,455.21
14253,188,214.06
140674,189,207.22
148311,189,121.32
6187,191,327.61
35204,191,155.84
128796,191,41.44
197015,191,294.66
111544,192,313.26
192235,192,216.7
82430,193,41.58
156049,193,332.92
91143,194,40.54
134532,194,53.12
172472,195,355.37
10552,196,56.81
26471,196,391.27
72823,196,103.46
194261,196,491.09
45681,198,454.5
101204,198,236.41
139772,198,448.06
182385,198,45.36
23809,199,341.69
118247,199,95.76
69315,200,97.65
74521,200,134.64
80448,200,276.53
63553,201,384.18
46781,202,447.97
66476,202,454.14
103795,203,465.55
167536,203,463.85
69175,204,251.35
144802,204,330.62
151461,204,232.78
162030,204,225.41
103524,205,21.12
141446,205,327.44
67139,206,48.86
74299,207,482.83
134889,207,74.31
199768,208,359.63
141443,209,107.42
33926,210,459.11
64196,210,474.64
32913,211,302.86
106795,211,464.8
197102,211,89.01
136093,212,9.43
23663,214,382.89
125223,214,463.94
151833,214,135.36
165162,215,62.29
167051,215,31.55
141592,216,108.77
63291,217,283.02
137020,217,194.91
39776,218,315.17
40645,218,33.18
80859,218,479.57
197201,219,14.1
151977,220,75.73
185636,220,176.92
185948,221,313.61
93573,222,169.91
158520,222,76.97
1931,224,66.73
191700,225,9.36
68096,226,36.97
101613,228,209.69
140872,228,173.69
172476,228,481.12
177239,228,231.54
28072,230,231.65
64864,230,115.21
145376,230,385.23
50715,231,185.94
11800,232,415.07
99431,232,51.0
76715,233,380.51
93198,233,354.07
110269,233,432.8
121628,234,487.02
45464,235,150.33
126854,235,261.54
164398,235,389.74
37391,236,433.95
120202,236,454.97
135032,236,174.45
9520,237,178.7
174134,238,28.89
